hearing_congress,hearing_chamber,hearing_committee_id,hearing_date,hearing_description
116.0,senate,SSAP,2019-09-19,"Business meeting to markup an original bill making appropriations for Transportation, Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2020, an original bill making appropriations for Agriculture, Rural Development, and related agencies for the fiscal year ending September 30, 2020, and an original bill making appropriations for Financial Services and General Government for the fiscal year ending September 30, 2020."
116.0,senate,SSAP,2019-09-17,"Business meeting to markup an original bill making appropriations for the Department of Agriculture, Rural Development, the Food and Drug Administration, and Related Agencies for the fiscal year ending September 30, 2020."
116.0,senate,SSAP,2019-09-17,"Business meeting to markup an original bill making appropriations for Financial Services and General Government for the fiscal year ending September 30, 2020."
116.0,senate,SSAP,2019-09-17,"Business meeting to markup an original bill making appropriations for the Department of Transportation, the Department of Housing and Urban Development, and Related Agencies for the fiscal year ending September 30, 2020."
116.0,senate,SSAP,2019-09-17,"Business meeting to markup an original bill making appropriations for Military Construction, the Department of Veterans Affairs, and Related Agencies for the fiscal year ending September 30, 2020."
116.0,senate,SSAP,2019-09-12,"Business meeting to markup an original bill making appropriations for the Department of Defense for the fiscal year ending September 30, 2020, an original bill making appropriations for Energy and Water Development for the fiscal year ending September 30, 2020, an original bill making appropriations for the Department of State, Foreign Operations, and Related Programs for the fiscal year ending September 30, 2020, an original bill making appropriations for the Department of Labor, Department of Health and Human Services, Department of Education, and Related Agencies for the fiscal year ending September 30, 2020, and 302(b) subcommittee allocations of budget outlays and new budget authority allocated to the committee in H.Con.Res.71, establishing the congressional budget for the United States Government for fiscal year 2018 and setting forth the appropriate budgetary levels for fiscal years 2019 through 2027."
116.0,senate,SSAP,2019-09-12,"Business meeting to markup an original bill making appropriations for the Department of Defense for the fiscal year ending September 30, 2020, an original bill making appropriations for Energy and Water Development for the fiscal year ending September 30, 2020, and 302(b) subcommittee allocations of budget outlays and new budget authority allocated to the committee in H.Con.Res.71, establishing the congressional budget for the United States Government for fiscal year 2018 and setting forth the appropriate budgetary levels for fiscal years 2019 through 2027."
116.0,senate,SSAP,2019-09-11,Hearings to examine fragility in the Sahel.
116.0,senate,SSAP,2019-09-10,"Business meeting to markup an original bill making appropriations for the Department of Labor, Department of Health and Human Services, Department of Education, and Related Agencies for the fiscal year ending September 30, 2020."
116.0,senate,SSAP,2019-09-10,"Business meeting to markup an original bill making appropriations for the Department of Defense for the fiscal year ending September 30, 2020."
116.0,senate,SSAP,2019-07-31,An oversight hearing to examine the Federal Aviation Administration.
116.0,senate,SSAP,2019-06-19,"Business meeting to markup an original bill entitled, &quot;Emergency Supplemental Appropriations for Humanitarian Assistance and Security at the Southern Border, 2019&quot;."
116.0,senate,SSAP,2019-06-05,Closed hearings to examine defense innovation and research funding.
116.0,senate,SSAP,2019-06-04,To receive a closed briefing on proposed budget estimates and justification for fiscal year 2020 for Nuclear Modernization programs.
116.0,senate,SSAP,2019-05-22,Closed hearings to examine proposed budget estimates and justification for fiscal year 2020 for the Missile Defense Agency.
116.0,senate,SSAP,2019-05-22,Hearings to examine proposed budget estimates and justification for fiscal year 2020 for the Department of the Interior.
116.0,senate,SSAP,2019-05-15,Closed hearings to examine an intelligence program update and global threat assessment.
116.0,senate,SSAP,2019-05-15,Hearings to examine proposed budget estimates and justification for fiscal year 2020 for the Department of the Treasury.
116.0,senate,SSAP,2019-05-15,Hearings to examine proposed budget estimates and justification for fiscal year 2020 for the Department of Agriculture Forest Service.
116.0,senate,SSAP,2019-05-08,Hearings to examine proposed budget estimates and justification for fiscal year 2020 for the Department of Defense.
116.0,senate,SSAP,2019-05-08,Hearings to examine proposed budget estimates and justification for fiscal year 2020 for the Commodity Futures Trading Commission and the Securities and Exchange Commission.
116.0,senate,SSAP,2019-05-08,Hearings to examine proposed budget estimates and justification for fiscal year 2020 for the Department of Defense.
116.0,senate,SSAP,2019-05-08,Hearings to examine proposed budget estimates and justification for fiscal year 2020 for the Commodity Futures Trading Commission and the Securities and Exchange Commission.
116.0,senate,SSAP,2019-05-07,Hearings to examine proposed budget estimates and justification for fiscal year 2020 for the Federal Communications Commission and the Federal Trade Commission.
116.0,senate,SSAP,2019-05-07,Hearings to examine proposed budget estimates and justification for fiscal year 2020 for the Federal Bureau of Investigation; to be immediately followed by a closed session in SVC-217.
116.0,senate,SSAP,2019-05-02,Hearings to examine proposed budget estimates and justification for fiscal year 2020 for the Department of Homeland Security.
116.0,senate,SSAP,2019-05-02,Hearings to examine proposed budget estimates and justification for fiscal year 2020 for the Department of Labor.
116.0,senate,SSAP,2019-05-01,Hearings to examine the proposed budget estimates and justification for the National Aeronautics and Space Administration.
116.0,senate,SSAP,2019-05-01,Hearings to examine proposed budget estimates and justification for fiscal year 2020 for the Nuclear Regulatory Commission.
116.0,senate,SSAP,2019-05-01,Hearings to examine proposed budget estimates and justification for fiscal year 2020 for the Navy and Marine Corps.
116.0,senate,SSAS,2020-12-15,To receive a closed briefing on Department of Defense cyber operations.
116.0,senate,SSAS,2020-12-02,Hearings to examine Navy and Marine Corps readiness.
116.0,senate,SSAS,2020-10-01,Hearings to examine supply chain integrity.
116.0,senate,SSAS,2020-09-23,To receive a closed briefing on Department of Defense cyber operations in support of efforts to protect the integrity of U.S. national elections from malign actors.
116.0,senate,SSAS,2020-09-23,Hearings to examine Navy and Marine Corps readiness.
116.0,senate,SSAS,2020-09-23,Hearings to examine Navy and Marine Corps readiness.
116.0,senate,SSAS,2020-09-17,Hearings to examine matters relating to the budget of the National Nuclear Security Administration.
116.0,senate,SSAS,2020-09-16,Hearings to examine supply chain integrity.
116.0,senate,SSAS,2020-08-06,"Hearings to examine the nominations of Jason Abend, of Virginia, to be Inspector General, Bradley D. Hansell, of Virginia, to be a Deputy Under Secretary, Lucas N. Polakowski, of Virginia, and Louis W. Bremer, of Connecticut, both to be an Assistant Secretary, all of the Department of Defense."
116.0,senate,SSAS,2020-08-04,Hearings to examine the findings and recommendations of the Cyberspace Solarium Commission.
116.0,senate,SSAS,2020-08-04,"Hearings to examine the nominations of John E. Whitley, of Virginia, to be Director of Cost Assessment and Program Evaluation, Shon J. Manasco, of Texas, to be Under Secretary of the Air Force,  and Michele A. Pearce, of Virginia, to be General Counsel of the Department of the Army, all of the Department of Defense, and Liam P. Hardy, of Virginia, to be a Judge of the United States Court of Appeals for the Armed Forces."
116.0,senate,SSAS,2020-07-30,"Hearings to examine the nomination of Anthony J. Tata, of Virginia, to be Under Secretary of Defense for Policy."
116.0,senate,SSAS,2020-07-28,"Hearings to examine the nominations of Lieutenant General D. VanHerck, USAF, to be general and Commander, United States Northern Command/Commander, North American Aerospace Defense Command, and General James H. Dickinson, USA, to be general and Commander, United States Space Command."
