name,code,begin_date,end_date,parent_committee_id,member_id
"Environment, Manufacturing, and Critical Materials",HSIF18,2019-01-18,2021-01-03,HSIF,M001159
Energy,HSSY20,2019-01-30,2021-01-03,HSSY,M001166
"Energy, Climate, and Grid Security",HSIF03,2019-01-15,2021-01-03,HSIF,M001166
Communications and Technology,HSIF16,2019-01-15,2021-01-03,HSIF,M001166
"Innovation, Data, and Commerce",HSIF17,2019-01-15,2021-01-03,HSIF,M001166
"Environment, Manufacturing, and Critical Materials",HSIF18,2019-01-15,2021-01-03,HSIF,M001166
Western Hemisphere,HSFA07,2019-01-29,2021-01-03,HSFA,M001137
Europe,HSFA14,2019-01-29,2021-01-03,HSFA,M001137
Consumer Protection and Financial Institutions,HSBA15,2019-01-24,2021-01-03,HSBA,M001137
Capital Markets,HSBA16,,2021-01-03,HSBA,M001137
"State, Foreign Operations, and Related Programs",HSAP04,,2021-01-03,HSAP,M001188
Homeland Security,HSAP15,,2021-01-03,HSAP,M001188
"Commerce, Justice, Science, and Related Agencies",HSAP19,,2021-01-03,HSAP,M001188
"Health, Employment, Labor, and Pensions",HSED02,2019-01-29,2021-01-03,HSED,M001204
Higher Education and Workforce Development,HSED13,2019-01-29,2021-01-03,HSED,M001204
Health,HSVR03,,2021-01-03,HSVR,M001204
Economic Opportunity,HSVR10,,2021-01-03,HSVR,M001204
Coast Guard and Maritime Transportation,HSPW07,,2021-01-03,HSPW,M001205
Highways and Transit,HSPW12,,2021-01-03,HSPW,M001205
"Economic Development, Public Buildings, and Emergency Management",HSPW13,,2021-01-03,HSPW,M001205
Civil Rights and Civil Liberties,HSGO02,,2021-01-03,HSGO,M001205
"Economic Growth, Energy Policy, and Regulatory Affairs",HSGO05,,2021-01-03,HSGO,M001205
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",HSAP01,2019-01-29,2021-01-03,HSAP,M001194
"Labor, Health and Human Services, Education, and Related Agencies",HSAP07,2019-01-29,2021-01-03,HSAP,M001194
Diversity and Inclusion,HSBA13,,2021-01-03,HSBA,M001195
Capital Markets,HSBA16,,2021-01-03,HSBA,M001195
Tax,HSWM05,2019-01-16,2021-01-03,HSWM,M001160
Oversight,HSWM06,2019-01-16,2021-01-03,HSWM,M001160
Work and Welfare,HSWM03,2019-01-16,2021-01-03,HSWM,M001160
"Health, Employment, Labor, and Pensions",HSED02,2019-01-29,2021-01-03,HSED,M001206
"Early Childhood, Elementary, and Secondary Education",HSED14,2019-01-29,2021-01-03,HSED,M001206
Seapower and Projection Forces,HSAS28,2019-01-23,2021-01-03,HSAS,M001196
Strategic Forces,HSAS29,2019-01-23,2021-01-03,HSAS,M001196
Oversight and Investigations,HSIF02,2019-01-18,2021-01-03,HSIF,M001190
Health,HSIF14,2019-01-18,2021-01-03,HSIF,M001190
"Environment, Manufacturing, and Critical Materials",HSIF18,2019-01-18,2021-01-03,HSIF,M001190
Work and Welfare,HSWM03,2019-01-16,2021-01-03,HSWM,M001202
Trade,HSWM04,2019-01-16,2021-01-03,HSWM,M001202
"Water, Wildlife and Fisheries",HSII13,2019-01-30,2021-01-03,HSII,N000179
Water Resources and Environment,HSPW02,2019-01-24,2021-01-03,HSPW,N000179
Aviation,HSPW05,,2021-01-03,HSPW,N000179
Highways and Transit,HSPW12,,2021-01-03,HSPW,N000179
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,N000179
"Water, Wildlife and Fisheries",HSII13,2019-01-30,2021-01-03,HSII,N000191
Federal Lands,HSII10,2019-01-30,2021-01-03,HSII,N000191
"Immigration Integrity, Security, and Enforcement",HSJU01,2019-01-28,2021-01-03,HSJU,N000191
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,2019-01-28,2021-01-03,HSJU,N000191
"Energy and Water Development, and Related Agencies",HSAP10,2019-01-29,2021-01-03,HSAP,N000189
Homeland Security,HSAP15,2019-01-29,2021-01-03,HSAP,N000189
Legislative Branch,HSAP24,2019-01-29,2021-01-03,HSAP,N000189
"Health, Employment, Labor, and Pensions",HSED02,2019-01-29,2021-01-03,HSED,N000188
Higher Education and Workforce Development,HSED13,2019-01-29,2021-01-03,HSED,N000188
Tactical Air and Land Forces,HSAS25,2019-01-23,2021-01-03,HSAS,N000188
Seapower and Projection Forces,HSAS28,2019-01-23,2021-01-03,HSAS,N000188
Government Operations and the Federal Workforce,HSGO24,2019-01-29,2021-01-03,HSGO,N000190
Energy,HSSY20,,2021-01-03,HSSY,N000190
Investigations and Oversight,HSSY21,,2021-01-03,HSSY,N000190
Government Operations and the Federal Workforce,HSGO24,2019-01-29,2021-01-03,HSGO,N000147
Highways and Transit,HSPW12,2019-01-24,2021-01-03,HSPW,N000147
Aviation,HSPW05,,2021-01-03,HSPW,N000147
"Economic Development, Public Buildings, and Emergency Management",HSPW13,,2021-01-03,HSPW,N000147
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,N000147
Civil Rights and Civil Liberties,HSGO02,,2021-01-03,HSGO,N000147
Trade,HSWM04,2019-01-16,2021-01-03,HSWM,N000181
Health,HSWM02,2019-01-16,2021-01-03,HSWM,N000181
Forestry,HSAG15,2019-02-06,2021-01-03,HSAG,O000171
"Energy, Climate, and Grid Security",HSIF03,2019-01-15,2021-01-03,HSIF,O000171
Communications and Technology,HSIF16,2019-01-15,2021-01-03,HSIF,O000171
"Innovation, Data, and Commerce",HSIF17,2019-01-15,2021-01-03,HSIF,O000171
Environment,HSGO28,2019-01-29,2021-01-03,HSGO,O000172
Consumer Protection and Financial Institutions,HSBA15,,2021-01-03,HSBA,O000172
Civil Rights and Civil Liberties,HSGO02,,2021-01-03,HSGO,O000172
Capital Markets,HSBA16,,2021-01-03,HSBA,O000172
Africa,HSFA16,2019-01-29,2021-01-03,HSFA,O000173
Oversight and Accountability,HSFA17,2019-01-29,2021-01-03,HSFA,O000173
Workforce Protections,HSED10,2019-01-29,2021-01-03,HSED,O000173
Higher Education and Workforce Development,HSED13,2019-01-29,2021-01-03,HSED,O000173
Homeland Security,HSAP15,2019-01-29,2021-01-03,HSAP,P000601
"Commerce, Justice, Science, and Related Agencies",HSAP19,2019-01-29,2021-01-03,HSAP,P000601
Oversight and Investigations,HSIF02,2019-01-15,2021-01-03,HSIF,P000034
"Energy, Climate, and Grid Security",HSIF03,2019-01-15,2021-01-03,HSIF,P000034
Health,HSIF14,2019-01-15,2021-01-03,HSIF,P000034
Communications and Technology,HSIF16,2019-01-15,2021-01-03,HSIF,P000034
"Innovation, Data, and Commerce",HSIF17,2019-01-15,2021-01-03,HSIF,P000034
"Environment, Manufacturing, and Critical Materials",HSIF18,2019-01-15,2021-01-03,HSIF,P000034
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,P000609
Highways and Transit,HSPW12,,2021-01-03,HSPW,P000609
"Economic Development, Public Buildings, and Emergency Management",HSPW13,,2021-01-03,HSPW,P000609
"Nutrition, Foreign Agriculture, and Horticulture",HSAG03,2019-02-06,2021-01-03,HSAG,P000613
"Conservation, Research, and Biotechnology",HSAG14,2019-02-06,2021-01-03,HSAG,P000613
Trade,HSWM04,2019-01-16,2021-01-03,HSWM,P000613
"Livestock, Dairy, and Poultry",HSAG29,,2021-01-03,HSAG,P000613
Oversight and Investigations,HSVR08,2019-01-31,2021-01-03,HSVR,P000614
Economic Opportunity,HSVR10,2019-01-31,2021-01-03,HSVR,P000614
Coast Guard and Maritime Transportation,HSPW07,,2021-01-03,HSPW,P000614
Highways and Transit,HSPW12,,2021-01-03,HSPW,P000614
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,P000614
Trade,HSWM04,2019-01-16,2021-01-03,HSWM,P000096
Social Security,HSWM01,2019-01-16,2021-01-03,HSWM,P000096
Emergency Management and Technology,HSHM12,2019-01-29,2021-01-03,HSHM,P000604
Aviation,HSPW05,,2021-01-03,HSPW,P000604
Highways and Transit,HSPW12,,2021-01-03,HSPW,P000604
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,P000604
Border Security and Enforcement,HSHM11,,2021-01-03,HSHM,P000604
Europe,HSFA14,2019-01-29,2021-01-03,HSFA,P000615
Highways and Transit,HSPW12,,2021-01-03,HSPW,P000615
"Economic Development, Public Buildings, and Emergency Management",HSPW13,,2021-01-03,HSPW,P000615
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,P000615
Space and Aeronautics,HSSY16,2019-01-30,2021-01-03,HSSY,P000593
"National Security, Illicit Finance, and International Financial Institutions",HSBA01,,2021-01-03,HSBA,P000593
Oversight and Investigations,HSBA09,,2021-01-03,HSBA,P000593
Oversight and Accountability,HSFA17,2019-01-29,2021-01-03,HSFA,P000605
Indo-Pacific,HSFA05,2019-01-29,2021-01-03,HSFA,P000605
Aviation,HSPW05,,2021-01-03,HSPW,P000605
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,P000605
Oversight and Investigations,HSIF02,2019-01-15,2021-01-03,HSIF,P000608
"Energy, Climate, and Grid Security",HSIF03,2019-01-15,2021-01-03,HSIF,P000608
"Environment, Manufacturing, and Critical Materials",HSIF18,2019-01-15,2021-01-03,HSIF,P000608
Africa,HSFA16,2019-01-29,2021-01-03,HSFA,P000616
Western Hemisphere,HSFA07,2019-01-29,2021-01-03,HSFA,P000616
Oversight and Investigations,HSBA09,,2021-01-03,HSBA,P000616
Diversity and Inclusion,HSBA13,,2021-01-03,HSBA,P000616
"Conservation, Research, and Biotechnology",HSAG14,2019-02-06,2021-01-03,HSAG,P000597
Forestry,HSAG15,2019-02-06,2021-01-03,HSAG,P000597
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",HSAP01,,2021-01-03,HSAP,P000597
"Interior, Environment, and Related Agencies",HSAP06,,2021-01-03,HSAP,P000597
"Military Construction, Veterans Affairs, and Related Agencies",HSAP18,,2021-01-03,HSAP,P000597
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,2019-02-06,2021-01-03,HSAG,P000610
"Livestock, Dairy, and Poultry",HSAG29,2019-02-06,2021-01-03,HSAG,P000610
"National Security, the Border, and Foreign Affairs",HSGO06,2019-01-29,2021-01-03,HSGO,P000610
Government Operations and the Federal Workforce,HSGO24,2019-01-29,2021-01-03,HSGO,P000610
"Conservation, Research, and Biotechnology",HSAG14,2019-01-24,2021-01-03,HSAG,P000610
Aviation,HSPW05,,2021-01-03,HSPW,P000610
Coast Guard and Maritime Transportation,HSPW07,,2021-01-03,HSPW,P000610
Highways and Transit,HSPW12,,2021-01-03,HSPW,P000610
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",HSAP01,,2021-01-03,HSAP,P000607
"Labor, Health and Human Services, Education, and Related Agencies",HSAP07,,2021-01-03,HSAP,P000607
"Energy and Water Development, and Related Agencies",HSAP10,,2021-01-03,HSAP,P000607
Consumer Protection and Financial Institutions,HSBA15,,2021-01-03,HSBA,P000618
Capital Markets,HSBA16,,2021-01-03,HSBA,P000618
Space and Aeronautics,HSSY16,,2021-01-03,HSSY,P000599
Oversight and Investigations,HSBA09,,2021-01-03,HSBA,P000599
Consumer Protection and Financial Institutions,HSBA15,,2021-01-03,HSBA,P000599
Diversity and Inclusion,HSBA13,,2021-01-03,HSBA,P000617
Consumer Protection and Financial Institutions,HSBA15,,2021-01-03,HSBA,P000617
Civil Rights and Civil Liberties,HSGO02,,2021-01-03,HSGO,P000617
"Economic Growth, Energy Policy, and Regulatory Affairs",HSGO05,,2021-01-03,HSGO,P000617
"State, Foreign Operations, and Related Programs",HSAP04,,2021-01-03,HSAP,P000523
Homeland Security,HSAP15,,2021-01-03,HSAP,P000523
"Transportation, Housing and Urban Development, and Related Agencies",HSAP20,,2021-01-03,HSAP,P000523
"Counterterrorism, Counterintelligence, and Counterproliferation",HSIG05,,2021-01-03,HSIG,Q000023
"Interior, Environment, and Related Agencies",HSAP06,,2021-01-03,HSAP,Q000023
"Transportation, Housing and Urban Development, and Related Agencies",HSAP20,,2021-01-03,HSAP,Q000023
Financial Services and General Government,HSAP23,,2021-01-03,HSAP,Q000023
Strategic Technologies and Advanced Research,HSIG10,,2021-01-03,HSIG,Q000023
"Water, Wildlife and Fisheries",HSII13,2019-01-30,2021-01-03,HSII,R000600
Indian and Insular Affairs,HSII24,2019-01-30,2021-01-03,HSII,R000600
Health,HSVR03,,2021-01-03,HSVR,R000600
Oversight and Investigations,HSVR08,,2021-01-03,HSVR,R000600
"Underserved, Agricultural, and Rural Business Development",HSSM25,,2021-01-03,HSSM,R000600
"Economic Growth, Tax, and Capital Access",HSSM27,,2021-01-03,HSSM,R000600
Government Operations and the Federal Workforce,HSGO24,2019-01-29,2021-01-03,HSGO,R000606
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,2019-01-28,2021-01-03,HSJU,R000606
The Constitution and Limited Government,HSJU10,2019-01-28,2021-01-03,HSJU,R000606
Civil Rights and Civil Liberties,HSGO02,,2021-01-03,HSGO,R000606
Social Security,HSWM01,2019-01-16,2021-01-03,HSWM,R000585
Health,HSWM02,2019-01-16,2021-01-03,HSWM,R000585
Work and Welfare,HSWM03,,2021-01-03,HSWM,R000585
Oversight and Accountability,HSFA17,2019-01-29,2021-01-03,HSFA,R000610
"Middle East, North Africa, and Central Asia",HSFA13,2019-01-29,2021-01-03,HSFA,R000610
"Courts, Intellectual Property, and the Internet",HSJU03,2019-01-28,2021-01-03,HSJU,R000610
Crime and Federal Government Surveillance,HSJU08,2019-01-28,2021-01-03,HSJU,R000610
The Constitution and Limited Government,HSJU10,2019-01-28,2021-01-03,HSJU,R000610
Oversight and Investigations,HSVR08,2019-01-31,2021-01-03,HSVR,R000602
Economic Opportunity,HSVR10,2019-01-31,2021-01-03,HSVR,R000602
Border Security and Enforcement,HSHM11,2019-01-29,2021-01-03,HSHM,R000602
Cybersecurity and Infrastructure Protection,HSHM08,,2021-01-03,HSHM,R000602
Trade,HSWM04,2019-01-16,2021-01-03,HSWM,R000597
Tax,HSWM05,2019-01-16,2021-01-03,HSWM,R000597
Cybersecurity and Infrastructure Protection,HSHM08,2019-01-29,2021-01-03,HSHM,R000588
"Courts, Intellectual Property, and the Internet",HSJU03,2019-01-28,2021-01-03,HSJU,R000588
Crime and Federal Government Surveillance,HSJU08,2019-01-28,2021-01-03,HSJU,R000588
Emergency Management and Technology,HSHM12,,2021-01-03,HSHM,R000588
Readiness,HSAS03,,2021-01-03,HSAS,R000575
Strategic Forces,HSAS29,,2021-01-03,HSAS,R000575
"Counterterrorism, Law Enforcement, and Intelligence",HSHM05,,2021-01-03,HSHM,R000575
Transportation and Maritime Security,HSHM07,,2021-01-03,HSHM,R000575
Cybersecurity and Infrastructure Protection,HSHM08,,2021-01-03,HSHM,R000575
"Oversight, Investigations, and Accountability",HSHM09,,2021-01-03,HSHM,R000575
Border Security and Enforcement,HSHM11,,2021-01-03,HSHM,R000575
Emergency Management and Technology,HSHM12,,2021-01-03,HSHM,R000575
Defense,HSAP02,2019-01-29,2021-01-03,HSAP,R000395
"State, Foreign Operations, and Related Programs",HSAP04,2019-01-29,2021-01-03,HSAP,R000395
"National Security, Illicit Finance, and International Financial Institutions",HSBA01,,2021-01-03,HSBA,R000612
Housing and Insurance,HSBA04,,2021-01-03,HSBA,R000612
Oversight and Investigations,HSBA09,,2021-01-03,HSBA,R000612
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,2019-02-06,2021-01-03,HSAG,R000603
"Livestock, Dairy, and Poultry",HSAG29,2019-02-06,2021-01-03,HSAG,R000603
Water Resources and Environment,HSPW02,,2021-01-03,HSPW,R000603
Aviation,HSPW05,,2021-01-03,HSPW,R000603
Highways and Transit,HSPW12,,2021-01-03,HSPW,R000603
Oversight and Investigations,HSVR08,,2021-01-03,HSVR,R000614
Technology Modernization,HSVR11,,2021-01-03,HSVR,R000614
Civil Rights and Civil Liberties,HSGO02,,2021-01-03,HSGO,R000614
"Economic Growth, Energy Policy, and Regulatory Affairs",HSGO05,,2021-01-03,HSGO,R000614
"Labor, Health and Human Services, Education, and Related Agencies",HSAP07,,2021-01-03,HSAP,R000486
Homeland Security,HSAP15,,2021-01-03,HSAP,R000486
Oversight and Investigations,HSIF02,2019-01-15,2021-01-03,HSIF,R000599
Health,HSIF14,2019-01-15,2021-01-03,HSIF,R000599
"Environment, Manufacturing, and Critical Materials",HSIF18,2019-01-15,2021-01-03,HSIF,R000599
Defense,HSAP02,,2021-01-03,HSAP,R000576
Homeland Security,HSAP15,,2021-01-03,HSAP,R000576
Legislative Branch,HSAP24,,2021-01-03,HSAP,R000576
"Energy, Climate, and Grid Security",HSIF03,2019-01-15,2021-01-03,HSIF,R000515
Health,HSIF14,2019-01-15,2021-01-03,HSIF,R000515
"Innovation, Data, and Commerce",HSIF17,2019-01-15,2021-01-03,HSIF,R000515
Homeland Security,HSAP15,2019-01-29,2021-01-03,HSAP,R000609
"Military Construction, Veterans Affairs, and Related Agencies",HSAP18,2019-01-29,2021-01-03,HSAP,R000609
"Transportation, Housing and Urban Development, and Related Agencies",HSAP20,2019-01-29,2021-01-03,HSAP,R000609
Defense,HSAP02,,2021-01-03,HSAP,R000577
"Military Construction, Veterans Affairs, and Related Agencies",HSAP18,,2021-01-03,HSAP,R000577
Legislative Branch,HSAP24,,2021-01-03,HSAP,R000577
Disability Assistance and Memorial Affairs,HSVR09,2019-01-31,2021-01-03,HSVR,S001177
"Water, Wildlife and Fisheries",HSII13,2019-01-30,2021-01-03,HSII,S001177
Higher Education and Workforce Development,HSED13,2019-01-29,2021-01-03,HSED,S001177
"Early Childhood, Elementary, and Secondary Education",HSED14,2019-01-29,2021-01-03,HSED,S001177
Oversight and Investigations,HSII15,2019-01-30,2021-01-03,HSII,S001204
"National Security, Illicit Finance, and International Financial Institutions",HSBA01,,2021-01-03,HSBA,S001204
Indian and Insular Affairs,HSII24,,2021-01-03,HSII,S001204
Capital Markets,HSBA16,,2021-01-03,HSBA,S001204
Tax,HSWM05,2019-01-16,2021-01-03,HSWM,S001156
Oversight,HSWM06,2019-01-16,2021-01-03,HSWM,S001156
Social Security,HSWM01,2019-01-16,2021-01-03,HSWM,S001156
Government Operations and the Federal Workforce,HSGO24,2019-01-29,2021-01-03,HSGO,S001168
Oversight and Investigations,HSIF02,2019-01-15,2021-01-03,HSIF,S001168
"Energy, Climate, and Grid Security",HSIF03,2019-01-15,2021-01-03,HSIF,S001168
Health,HSIF14,2019-01-15,2021-01-03,HSIF,S001168
Communications and Technology,HSIF16,2019-01-18,2021-01-03,HSIF,S001176
"Immigration Integrity, Security, and Enforcement",HSJU01,2019-01-28,2021-01-03,HSJU,S001205
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,2019-01-28,2021-01-03,HSJU,S001205
The Constitution and Limited Government,HSJU10,2019-01-28,2021-01-03,HSJU,S001205
Oversight and Investigations,HSIF02,2019-01-15,2021-01-03,HSIF,S001145
"Innovation, Data, and Commerce",HSIF17,2019-01-15,2021-01-03,HSIF,S001145
"Environment, Manufacturing, and Critical Materials",HSIF18,2019-01-15,2021-01-03,HSIF,S001145
Social Security,HSWM01,2019-01-16,2021-01-03,HSWM,S001190
Health,HSWM02,2019-01-16,2021-01-03,HSWM,S001190
"Economic Growth, Tax, and Capital Access",HSSM27,,2021-01-03,HSSM,S001190
"Energy, Climate, and Grid Security",HSIF03,2019-01-15,2021-01-03,HSIF,S001180
Health,HSIF14,2019-01-15,2021-01-03,HSIF,S001180
Communications and Technology,HSIF16,2019-01-15,2021-01-03,HSIF,S001180
"Nutrition, Foreign Agriculture, and Horticulture",HSAG03,2019-02-06,2021-01-03,HSAG,S001216
"Conservation, Research, and Biotechnology",HSAG14,2019-02-06,2021-01-03,HSAG,S001216
"Early Childhood, Elementary, and Secondary Education",HSED14,2019-01-29,2021-01-03,HSED,S001216
Civil Rights and Human Services,HSED07,,2021-01-03,HSED,S001216
Trade,HSWM04,2019-01-16,2021-01-03,HSWM,S001183
Tax,HSWM05,2019-01-16,2021-01-03,HSWM,S001183
"General Farm Commodities, Risk Management, and Credit",HSAG16,2019-02-06,2021-01-03,HSAG,S001157
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,2019-01-24,2021-01-03,HSAG,S001157
Consumer Protection and Financial Institutions,HSBA15,,2021-01-03,HSBA,S001157
Capital Markets,HSBA16,,2021-01-03,HSBA,S001157
"Health, Employment, Labor, and Pensions",HSED02,,2021-01-03,HSED,S000185
"General Farm Commodities, Risk Management, and Credit",HSAG16,2019-02-06,2021-01-03,HSAG,S001189
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,2019-02-06,2021-01-03,HSAG,S001189
Intelligence and Special Operations,HSAS26,,2021-01-03,HSAS,S001189
Readiness,HSAS03,,2021-01-03,HSAS,S001189
Trade,HSWM04,2019-01-16,2021-01-03,HSWM,S001185
Health,HSWM02,2019-01-16,2021-01-03,HSWM,S001185
Work and Welfare,HSWM03,2019-01-16,2021-01-03,HSWM,S001185
Intelligence Modernization and Readiness,HSIG08,,2021-01-03,HSIG,S001185
National Intelligence Enterprise,HSIG06,,2021-01-03,HSIG,S001185
Research and Technology,HSSY15,2019-01-30,2021-01-03,HSSY,S000344
Indo-Pacific,HSFA05,2019-01-29,2021-01-03,HSFA,S000344
"Middle East, North Africa, and Central Asia",HSFA13,2019-01-29,2021-01-03,HSFA,S000344
"National Security, Illicit Finance, and International Financial Institutions",HSBA01,,2021-01-03,HSBA,S000344
Housing and Insurance,HSBA04,,2021-01-03,HSBA,S000344
Capital Markets,HSBA16,,2021-01-03,HSBA,S000344
Research and Technology,HSSY15,2019-01-30,2021-01-03,HSSY,S001207
Investigations and Oversight,HSSY21,2019-01-30,2021-01-03,HSSY,S001207
Tactical Air and Land Forces,HSAS25,2019-01-23,2021-01-03,HSAS,S001207
Seapower and Projection Forces,HSAS28,2019-01-23,2021-01-03,HSAS,S001207
"Interior, Environment, and Related Agencies",HSAP06,2019-01-29,2021-01-03,HSAP,S001148
"Energy and Water Development, and Related Agencies",HSAP10,2019-01-29,2021-01-03,HSAP,S001148
Western Hemisphere,HSFA07,2019-01-29,2021-01-03,HSFA,S001165
Europe,HSFA14,2019-01-29,2021-01-03,HSFA,S001165
Highways and Transit,HSPW12,,2021-01-03,HSPW,S001165
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,S001165
Intelligence and Special Operations,HSAS26,2019-01-23,2021-01-03,HSAS,S001208
Readiness,HSAS03,2019-01-23,2021-01-03,HSAS,S001208
"Counterterrorism, Law Enforcement, and Intelligence",HSHM05,,2021-01-03,HSHM,S001208
Cybersecurity and Infrastructure Protection,HSHM08,,2021-01-03,HSHM,S001208
Trade,HSWM04,2019-01-16,2021-01-03,HSWM,S001195
Tax,HSWM05,2019-01-16,2021-01-03,HSWM,S001172
Health,HSWM02,2019-01-16,2021-01-03,HSWM,S001172
Western Hemisphere,HSFA07,2019-01-29,2021-01-03,HSFA,S000522
Africa,HSFA16,2019-01-29,2021-01-03,HSFA,S000522
Higher Education and Workforce Development,HSED13,2019-01-29,2021-01-03,HSED,S001199
Aviation,HSPW05,,2021-01-03,HSPW,S001199
Highways and Transit,HSPW12,,2021-01-03,HSPW,S001199
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,S001199
Indian and Insular Affairs,HSII24,2019-01-30,2021-01-03,HSII,S001200
Communications and Technology,HSIF16,2019-01-15,2021-01-03,HSIF,S001200
"Innovation, Data, and Commerce",HSIF17,2019-01-15,2021-01-03,HSIF,S001200
"Environment, Manufacturing, and Critical Materials",HSIF18,2019-01-15,2021-01-03,HSIF,S001200
"Commodity Markets, Digital Assets, and Rural Development",HSAG22,2019-02-06,2021-01-03,HSAG,S001209
Indo-Pacific,HSFA05,2019-01-29,2021-01-03,HSFA,S001209
Europe,HSFA14,2019-01-29,2021-01-03,HSFA,S001209
Forestry,HSAG15,2019-01-24,2021-01-03,HSAG,S001209
Government Operations and the Federal Workforce,HSGO24,2019-01-29,2021-01-03,HSGO,S001175
Environment,HSGO28,2019-01-29,2021-01-03,HSGO,S001175
Strategic Forces,HSAS29,2019-01-23,2021-01-03,HSAS,S001175
Military Personnel,HSAS02,2019-01-23,2021-01-03,HSAS,S001175
"Counterterrorism, Counterintelligence, and Counterproliferation",HSIG05,,2021-01-03,HSIG,S001175
Intelligence Modernization and Readiness,HSIG08,,2021-01-03,HSIG,S001175
"Courts, Intellectual Property, and the Internet",HSJU03,2019-01-28,2021-01-03,HSJU,S001211
Aviation,HSPW05,,2021-01-03,HSPW,S001211
Highways and Transit,HSPW12,,2021-01-03,HSPW,S001211
Contracting and Infrastructure,HSSM23,2019-02-04,2021-01-03,HSSM,S001212
Aviation,HSPW05,,2021-01-03,HSPW,S001212
Highways and Transit,HSPW12,,2021-01-03,HSPW,S001212
"Railroads, Pipelines, and Hazardous Materials",HSPW14,,2021-01-03,HSPW,S001212
"Economic Growth, Tax, and Capital Access",HSSM27,,2021-01-03,HSSM,S001212
Higher Education and Workforce Development,HSED13,2019-01-29,2021-01-03,HSED,S001196
Intelligence and Special Operations,HSAS26,2019-01-23,2021-01-03,HSAS,S001196
Readiness,HSAS03,,2021-01-03,HSAS,S001196
Intelligence Modernization and Readiness,HSIG08,,2021-01-03,HSIG,S001196
Civil Rights and Human Services,HSED07,,2021-01-03,HSED,S001196
Strategic Technologies and Advanced Research,HSIG10,,2021-01-03,HSIG,S001196
Housing and Insurance,HSBA04,,2021-01-03,HSBA,S001213
Oversight and Investigations,HSBA09,,2021-01-03,HSBA,S001213
Diversity and Inclusion,HSBA13,,2021-01-03,HSBA,S001213
Government Operations and the Federal Workforce,HSGO24,2019-01-29,2021-01-03,HSGO,S001214
"Immigration Integrity, Security, and Enforcement",HSJU01,2019-01-28,2021-01-03,HSJU,S001214
"The Administrative State, Regulatory Reform, and Antitrust",HSJU05,2019-01-28,2021-01-03,HSJU,S001214
Crime and Federal Government Surveillance,HSJU08,2019-01-28,2021-01-03,HSJU,S001214
Health,HSVR03,,2021-01-03,HSVR,S001214
Disability Assistance and Memorial Affairs,HSVR09,,2021-01-03,HSVR,S001214
Research and Technology,HSSY15,2019-01-30,2021-01-03,HSSY,S001215
Energy,HSSY20,2019-01-30,2021-01-03,HSSY,S001215
"Health, Employment, Labor, and Pensions",HSED02,2019-01-29,2021-01-03,HSED,S001215
Workforce Protections,HSED10,2019-01-29,2021-01-03,HSED,S001215
"Interior, Environment, and Related Agencies",HSAP06,2019-01-29,2021-01-03,HSAP,S001192
Financial Services and General Government,HSAP23,2019-01-29,2021-01-03,HSAP,S001192
"Counterterrorism, Counterintelligence, and Counterproliferation",HSIG05,,2021-01-03,HSIG,S001192
Strategic Technologies and Advanced Research,HSIG10,,2021-01-03,HSIG,S001192
Financial Institutions and Monetary Policy,HSBA20,2019-01-24,2021-01-03,HSBA,S001187
"National Security, Illicit Finance, and International Financial Institutions",HSBA01,,2021-01-03,HSBA,S001187
Capital Markets,HSBA16,,2021-01-03,HSBA,S001187
Tax,HSWM05,2019-01-16,2021-01-03,HSWM,S001201
Oversight,HSWM06,2019-01-16,2021-01-03,HSWM,S001201
"Courts, Intellectual Property, and the Internet",HSJU03,2019-01-28,2021-01-03,HSJU,S001193
The Constitution and Limited Government,HSJU10,2019-01-28,2021-01-03,HSJU,S001193
Intelligence Modernization and Readiness,HSIG08,,2021-01-03,HSIG,S001193
Strategic Technologies and Advanced Research,HSIG10,,2021-01-03,HSIG,S001193
Workforce Protections,HSED10,2019-01-29,2021-01-03,HSED,T000472
Higher Education and Workforce Development,HSED13,2019-01-29,2021-01-03,HSED,T000472
"Health, Employment, Labor, and Pensions",HSED02,2019-01-29,2021-01-03,HSED,T000479
